"","StationNumber","StationType","MeasurementStartDate","MeasurementEndDate","Number ofSamples","StationStatus"
"","190785","River","11-Oct-2007","12-Nov-2009","5","Not Active"
"","190786","River","11-Oct-2007","12-Nov-2013","9","Not Active"
"","190787","River","11-Oct-2007","12-Nov-2013","8","Not Active"
"","190788","River","11-Oct-2007","12-Nov-2013","14","Not Active"
"","190789","River","11-Oct-2007","12-Nov-2013","14","Not Active"
"","190790","River","11-Oct-2007","12-Nov-2013","14","Not Active"
"","190792","River","11-Oct-2007","12-Nov-2013","10","Not Active"
"","190797","River","11-Oct-2007","07-Feb-2013","11","Not Active"
"","192647","Other","21-Aug-2012","07-May-2025","80","Active"
"","192648","Other","21-Feb-2012","07-May-2025","77","Active"
"","192775","River","24-Apr-2013","14-Dec-2021","42","Active"
"","192779","River","24-Apr-2013","30-Jul-2025","155","Active"
"","192782","River","22-Jan-2013","30-Jan-2014","12","Active"
"","192788","River","22-Jan-2013","30-Jul-2025","184","Active"
"","192790","River","22-Jan-2013","30-Jul-2025","188","Active"
"","192791","River","22-Jan-2013","30-Jul-2025","192","Active"
"","192943","Other","15-Jun-1988","27-Jun-2012","6","Not Active"
"","192945","Other","25-Jul-2012","25-Jul-2012","1","Not Active"
"","192947","River","06-Sept-1988","26-Sept-2012","6","Not Active"
"","192948","River","06-Sept-1988","13-May-2025","26","Active"
"","192949","Dam / Lake","18-Apr-2013","18-Apr-2013","1","Not Active"
"","192952","Other","01-Aug-2013","01-Aug-2013","1","Not Active"
"","192960","Other","03-Mar-2013","03-Mar-2013","1","Not Active"
"","192962","Other","28-Aug-2012","28-Aug-2012","1","Not Active"
"","192964","Other","03-Aug-1988","28-Aug-2012","6","Not Active"
"","192966","Other","28-Aug-2012","28-Aug-2012","1","Not Active"
"","192968","Other","02-Aug-1988","27-Aug-2012","6","Not Active"
"","192970","Other","02-Aug-1988","27-Aug-2012","6","Not Active"
"","192971","Other","02-Aug-1988","27-Aug-2012","6","Not Active"
"","192973","Other","04-Aug-1988","29-Aug-2012","6","Not Active"
"","192975","Other","05-Aug-1988","29-Aug-2012","6","Not Active"
"","192977","Other","29-Aug-2012","29-Aug-2012","1","Not Active"
"","192991","Other","06-Jun-2013","06-Jun-2013","1","Not Active"
"","192996","Other","23-May-1989","23-May-1989","5","Not Active"
"","192998","Other","23-May-1989","04-Jun-2013","6","Not Active"
"","193000","Other","26-May-1989","05-Jun-2013","6","Not Active"
"","193002","Other","05-Jun-2013","05-Jun-2013","1","Not Active"
"","193004","Other","04-Jun-2013","04-Jun-2013","1","Not Active"
"","193005","Dam / Lake","29-May-1989","07-Jun-2013","6","Not Active"
"","193114","Other","01-Aug-2013","01-Aug-2013","1","Not Active"
"","193132","Other","01-Sept-1988","01-Sept-1988","5","Not Active"
"","193162","Other","02-Sept-1988","02-Sept-1988","5","Not Active"
"","193346","Other","21-Feb-2012","07-May-2025","75","Active"
"","193347","Other","21-Feb-2012","07-May-2025","99","Active"
"","193348","Other","21-Feb-2012","07-May-2025","78","Active"
"","193349","Other","21-Feb-2012","07-May-2025","76","Active"
"","193494","River","27-Feb-2013","28-Feb-2018","51","Active"
"","193540","River","26-Mar-2013","14-Jan-2025","23","Not Active"
"","193541","River","26-Mar-2013","15-Oct-2024","10","Not Active"
"","193542","River","09-Jul-2013","15-Oct-2024","10","Not Active"
"","193543","River","11-Sept-2013","12-Jul-2023","4","Not Active"
"","193545","River","11-Sept-2013","19-Dec-2024","15","Active"
"","193546","River","22-May-2013","10-Apr-2025","31","Active"
"","193547","River","23-May-2013","07-May-2025","68","Active"
"","193548","River","23-May-2013","10-Apr-2025","33","Active"
"","193549","River","29-Jan-2013","07-May-2025","134","Active"
"","193550","River","22-May-2013","07-May-2025","49","Active"
"","193551","River","29-Jan-2013","07-May-2025","137","Active"
"","193552","River","29-Jan-2013","07-May-2025","81","Active"
"","193553","River","22-May-2013","10-Apr-2025","56","Active"
"","193554","River","10-Jul-2013","08-Oct-2024","14","Not Active"
"","193555","River","11-Sept-2013","29-Oct-2024","9","Not Active"
"","193556","River","11-Sept-2013","28-May-2025","9","Active"
"","193557","Dam / Lake","26-Feb-2013","07-May-2025","115","Active"
"","193558","River","26-Feb-2013","07-May-2025","106","Active"
"","193559","River","26-Feb-2013","07-May-2025","93","Active"
"","193560","Dam / Lake","26-Feb-2013","08-May-2025","129","Active"
"","193561","River","25-Feb-2013","07-May-2025","100","Active"
"","193562","River","26-Feb-2013","22-Jan-2025","53","Active"
"","193563","River","25-Feb-2013","22-Jan-2025","32","Active"
"","193568","River","26-Feb-2013","07-May-2025","133","Active"
"","193569","Other","20-Jan-2013","07-May-2025","141","Active"
"","193570","River","26-Feb-2013","07-May-2025","145","Active"
"","193571","River","22-May-2013","06-Nov-2024","44","Active"
"","193572","River","31-Jan-2013","14-May-2025","44","Active"
"","193575","River","30-Apr-2013","27-Aug-2024","12","Active"
"","193576","River","23-May-2013","14-May-2025","34","Active"
"","193577","River","22-May-2013","20-Jan-2014","5","Active"
"","193578","River","22-May-2013","05-Dec-2024","43","Active"
"","193579","River","09-Jul-2013","18-Dec-2024","16","Active"
"","193580","River","29-Jan-2013","07-May-2025","110","Active"
"","193581","Dam / Lake","22-May-2013","14-May-2025","100","Active"
"","193583","River","22-May-2013","05-Dec-2024","34","Active"
"","193584","River","22-May-2013","05-Dec-2024","48","Active"
"","193585","River","30-May-2013","06-Nov-2024","22","Active"
"","193586","River","31-Jan-2013","12-Feb-2025","77","Active"
"","193587","Other","31-Jan-2013","05-Dec-2024","75","Active"
"","193588","River","11-Sept-2013","12-May-2025","58","Active"
"","193589","River","10-Sept-2013","13-Jul-2023","8","Not Active"
"","193590","River","11-Sept-2013","02-Oct-2024","10","Not Active"
"","193618","River","20-Aug-2019","19-Oct-2020","12","Not Active"
"","193620","River","17-Jul-2019","19-Oct-2020","20","Not Active"
"","193621","River","17-Jul-2019","19-Oct-2020","20","Not Active"
"","193642","River","12-Nov-2018","02-Jul-2025","103","Active"
"","193644","River","12-Nov-2018","02-Jul-2025","102","Active"
"","193645","River","12-Nov-2018","02-Jul-2025","78","Active"
"","193647","River","12-Nov-2018","02-Jul-2025","84","Active"
"","193648","River","19-Jul-2019","02-Jul-2025","50","Active"
"","193649","River","12-Nov-2018","02-Jul-2025","104","Active"
"","193651","River","12-Nov-2018","02-Jul-2025","102","Active"
"","193652","River","12-Nov-2018","02-Jul-2025","102","Active"
"","193689","Waste","11-Jul-2013","23-Jul-2014","3","Not Active"
"","193700","River","22-Nov-2013","19-Oct-2020","27","Not Active"
"","193701","River","22-Nov-2013","19-Oct-2020","27","Not Active"
"","193702","River","22-Nov-2013","17-Jan-2024","9","Not Active"
"","193703","River","22-Nov-2013","19-Oct-2020","29","Not Active"
"","193704","River","22-Nov-2013","20-Oct-2020","28","Not Active"
"","193705","River","22-Nov-2013","19-Oct-2020","27","Not Active"
"","193706","River","22-Nov-2013","25-Feb-2014","7","Not Active"
"","193707","River","22-Nov-2013","25-Feb-2014","5","Not Active"
"","193708","River","22-Nov-2013","25-Feb-2014","7","Not Active"
"","193709","River","11-Dec-2013","19-Oct-2020","25","Not Active"
"","193827","River","19-Nov-2018","12-Jun-2025","96","Active"
"","193828","River","19-Nov-2018","12-Jun-2025","78","Active"
"","193830","River","19-Nov-2018","12-Jun-2025","86","Active"
"","193831","River","19-Nov-2018","12-Jun-2025","115","Active"
"","193832","River","19-Nov-2018","12-Jun-2025","98","Active"
"","193833","River","23-Jan-2019","12-Jun-2025","92","Active"
"","193858","River","17-Jul-2019","19-Oct-2020","20","Not Active"
"","194005","River","28-Aug-2014","01-Mar-2018","32","Not Active"
"","194006","River","28-Aug-2014","30-Nov-2017","29","Not Active"
"","194007","River","25-Sept-2014","01-Mar-2018","35","Not Active"
"","194008","River","28-Aug-2014","26-Oct-2017","29","Not Active"
"","194047","River","17-Apr-2019","11-Jun-2025","98","Active"
"","194051","River","16-Apr-2019","11-Jun-2025","96","Active"
"","194053","River","16-Apr-2019","11-Jun-2025","96","Active"
"","194180","River","16-May-2024","07-Aug-2025","32","Active"
"","194181","River","16-Jul-2019","07-Aug-2025","96","Active"
"","194182","River","16-Jul-2019","07-Aug-2025","93","Active"
"","194184","River","16-Jul-2019","07-Aug-2025","95","Active"
"","194185","River","16-Jul-2019","07-Aug-2025","90","Active"
"","194187","River","16-Jul-2019","07-Aug-2025","94","Active"
"","194189","River","16-Jul-2019","07-Aug-2025","92","Active"
"","195455","Other","06-May-2013","26-Mar-2025","50","Active"
"","195456","Other","06-May-2013","26-Mar-2025","52","Active"
"","195457","Other","05-Sept-2013","26-Mar-2025","47","Active"
"","195458","Other","06-May-2013","26-Mar-2025","50","Active"
"","195459","Other","06-May-2013","26-Mar-2025","51","Active"
"","195460","Other","26-Feb-2014","14-Jan-2025","60","Active"
"","195461","Other","26-Feb-2014","14-Jan-2025","57","Active"
"","195462","Other","17-Jul-2014","14-Jan-2025","58","Active"
"","195463","Other","26-Feb-2014","14-Jan-2025","63","Active"
"","195464","Other","25-Feb-2015","14-Jan-2025","55","Active"
"","195465","Other","26-Feb-2014","14-Jan-2025","59","Active"
"","195545","Dam / Lake","12-Jul-2008","25-Aug-2025","433","Active"
"","195876","River","26-Feb-2013","08-Oct-2024","30","Active"
"","195877","River","26-Feb-2013","22-Jan-2025","55","Active"
"","195878","River","26-Feb-2013","22-Jan-2025","30","Active"
"","195879","River","26-Feb-2013","22-Jan-2025","28","Active"
"","195894","River","26-Feb-2013","07-May-2025","72","Active"
"","196385","River","23-May-2013","06-Nov-2024","53","Active"
"","196454","River","10-Sept-2013","10-Dec-2024","20","Not Active"
"","196455","River","11-Sept-2013","12-May-2025","68","Active"
"","196456","River","10-Sept-2013","16-Apr-2025","22","Active"
"","197563","River","13-Nov-2018","06-Aug-2025","99","Active"
"","197564","River","13-Nov-2018","06-Aug-2025","97","Active"
"","197565","River","13-Nov-2018","06-Aug-2025","92","Active"
"","197566","River","13-Nov-2018","06-Aug-2025","96","Active"
"","197567","River","17-Apr-2019","16-May-2025","76","Active"
"","197568","River","19-Nov-2018","12-Jun-2025","96","Active"
"","197569","River","19-Nov-2018","12-Jun-2025","96","Active"
"","197705","River","06-Aug-2019","16-May-2025","73","Active"
"","197710","River","17-Apr-2019","11-Jun-2025","100","Active"
"","197711","River","16-Apr-2019","11-Jun-2025","96","Active"
"","197713","River","16-Apr-2019","10-Jun-2025","96","Active"
"","197714","River","16-Apr-2019","10-Jun-2025","97","Active"
"","197717","River","18-Sept-2019","10-Jun-2025","71","Active"
"","197718","River","16-Apr-2019","11-Jun-2025","87","Active"
"","197719","River","17-Apr-2019","10-Jun-2025","95","Active"
"","197720","River","16-Apr-2019","10-Jun-2025","98","Active"
"","197738","River","19-Nov-2018","12-Jun-2025","91","Active"
"","197761","Groundwater","25-Jan-2023","25-Jan-2023","1","Active"
"","200000035","Groundwater","04-Nov-1999","31-May-2000","3","Not Active"
"","200000037","Groundwater","04-Nov-1999","17-Feb-2000","2","Not Active"
"","200000039","Groundwater","04-Nov-1999","17-Feb-2000","2","Not Active"
"","200000041","Groundwater","04-Nov-1999","18-Feb-2000","2","Not Active"
"","200000043","Groundwater","05-Nov-1999","18-Feb-2000","3","Not Active"
"","200000045","Groundwater","04-Nov-1999","18-Feb-2000","3","Not Active"
"","200000049","Groundwater","05-Nov-1999","18-Feb-2000","3","Not Active"
"","200000057","Groundwater","07-Feb-2000","08-Feb-2005","18","Active"
"","200000080","Groundwater","29-May-2000","27-Oct-2016","67","Active"
"","200000104","Groundwater","06-Sept-2000","28-Nov-2017","58","Not Active"
"","200000106","Groundwater","05-Jul-2000","23-Nov-2006","3","Not Active"
"","200000108","Groundwater","11-Aug-2000","28-Nov-2017","76","Active"
"","200000109","Waste","21-Feb-2005","08-Apr-2021","158","Not Active"
"","200000120","Groundwater","06-Sept-2000","17-Oct-2008","48","Not Active"
"","200000148","Spring","09-Nov-2000","09-Nov-2000","1","Not Active"
"","200000193","Groundwater","21-Feb-2001","26-Feb-2002","5","Active"
"","200000195","Groundwater","20-Feb-2001","24-Jun-2005","4","Active"
"","200000197","Groundwater","20-Feb-2001","28-Oct-2004","13","Active"
"","200000199","Groundwater","20-Feb-2001","19-Mar-2018","36","Active"
"","200000201","Groundwater","03-May-2001","21-Jun-2018","46","Active"
"","200000203","Groundwater","31-Mar-2002","21-Jun-2018","67","Active"
"","200000205","Groundwater","04-Apr-2001","21-Jun-2018","73","Active"
"","200000207","Groundwater","02-Mar-2001","29-Nov-2017","37","Active"
"","200000209","Groundwater","06-Apr-2001","19-Jun-2018","31","Active"
"","200000211","Groundwater","07-Apr-2001","11-Feb-2003","10","Active"
"","200000213","Groundwater","06-Apr-2001","14-Oct-2009","56","Active"
"","200000215","Groundwater","05-Apr-2001","12-Oct-2009","49","Active"
"","200000217","Groundwater","11-Apr-2001","20-Jun-2018","40","Active"
"","200000219","Groundwater","10-Apr-2001","18-Jun-2018","42","Active"
"","200000221","Groundwater","21-Mar-2002","16-Oct-2009","8","Active"
"","200000223","Groundwater","13-May-2002","26-Apr-2018","20","Active"
"","200000225","Groundwater","01-Jun-2001","25-Oct-2017","20","Active"
"","200000231","Groundwater","06-Sept-2001","24-Nov-2005","14","Active"
"","200000233","Groundwater","06-Sept-2001","24-Jun-2005","12","Active"
"","200000235","Groundwater","07-Nov-2001","16-Apr-2018","68","Active"
"","200000237","Groundwater","19-Nov-2001","10-Nov-2010","35","Active"
"","200000240","Groundwater","28-Nov-2001","16-Apr-2018","20","Active"
"","200000245","Groundwater","27-Feb-2002","20-Mar-2018","36","Active"
"","200000247","Groundwater","01-Mar-2002","01-Mar-2002","2","Active"
"","200000250","Groundwater","12-Feb-2002","17-Apr-2018","40","Active"
"","200000252","Groundwater","04-Mar-2002","13-Feb-2003","10","Active"
"","200000287","Groundwater","12-Jul-2002","12-Jul-2002","1","Active"
"","200000291","Groundwater","12-Jul-2002","09-Feb-2005","7","Active"
"","200000293","Groundwater","12-Jul-2002","12-Jul-2002","1","Active"
"","200000295","Groundwater","12-Jul-2002","12-Jul-2002","1","Active"
"","200000297","Groundwater","12-Jul-2002","12-Jul-2002","1","Active"
"","200000299","Groundwater","12-Jul-2002","29-Aug-2003","5","Active"
"","200000301","Groundwater","12-Jul-2002","14-Feb-2005","8","Active"
"","200000303","Groundwater","12-Jul-2002","22-Mar-2018","25","Active"
"","200000305","Groundwater","12-Jul-2002","11-Sept-2012","10","Active"
"","200000307","Groundwater","12-Jul-2002","22-Mar-2018","19","Active"
"","200000309","Groundwater","12-Jul-2002","12-Jul-2002","1","Active"
"","200000311","Groundwater","12-Jul-2002","14-Feb-2005","9","Active"
"","200000313","Groundwater","12-Jul-2002","14-Feb-2005","8","Active"
"","200000315","Groundwater","12-Jul-2002","12-Jul-2002","1","Active"
"","200000317","Groundwater","12-Jul-2002","12-Jul-2002","1","Active"
"","200000319","Groundwater","12-Jul-2002","16-Feb-2005","7","Active"
"","200000321","Groundwater","12-Jul-2002","12-Jul-2002","1","Active"
"","200000323","Groundwater","12-Jul-2002","10-Apr-2003","3","Active"
"","200000325","Groundwater","12-Jul-2002","21-Mar-2018","24","Active"
"","200000327","Groundwater","12-Jul-2002","18-Feb-2005","9","Active"
"","200000330","Groundwater","12-Jul-2002","20-Mar-2018","29","Active"
"","200000332","Groundwater","12-Jul-2002","17-Sept-2012","14","Active"
"","200000335","Groundwater","10-Jul-2002","23-Feb-2005","7","Active"
"","200000337","Groundwater","10-Jul-2002","23-Feb-2005","9","Active"
"","200000339","Groundwater","10-Jul-2002","10-Jul-2002","1","Active"
"","200000341","Groundwater","10-Jul-2002","23-Feb-2004","7","Active"
"","200000344","Groundwater","10-Jul-2002","10-Jul-2002","1","Active"
"","200000346","Groundwater","10-Jul-2002","21-Feb-2005","9","Active"
"","200000348","Groundwater","10-Jul-2002","21-Feb-2005","9","Active"
"","200000350","Groundwater","10-Jul-2002","21-Feb-2005","9","Active"
"","200000357","Groundwater","16-Aug-2002","16-Aug-2002","2","Not Active"
"","200000359","Groundwater","06-Aug-2002","08-May-2018","35","Active"
"","200000363","Groundwater","14-Aug-2002","14-Aug-2002","2","Not Active"
"","200000365","Groundwater","06-Aug-2002","06-Aug-2002","1","Not Active"
"","200000367","Groundwater","21-Aug-2002","12-Oct-2009","34","Not Active"
"","200000371","Groundwater","22-Aug-2002","22-Nov-2006","18","Active"
"","200000373","Groundwater","26-Aug-2002","11-Oct-2010","43","Active"
"","200000375","Groundwater","28-Aug-2002","19-Mar-2018","20","Active"
"","200000377","Groundwater","23-Sept-2002","30-Nov-2017","28","Active"
"","200000379","Groundwater","11-Sept-2002","11-Sept-2002","2","Not Active"
"","200000381","Groundwater","28-Aug-2002","28-Aug-2002","2","Not Active"
"","200000383","Groundwater","02-Sept-2002","19-Jun-2018","68","Active"
"","200000385","Groundwater","14-Nov-2002","08-Apr-2014","2","Active"
"","200000401","Groundwater","02-Oct-2002","02-Oct-2002","2","Active"
"","200000403","Groundwater","18-Sept-2002","11-Dec-2007","6","Active"
"","200000405","Groundwater","29-Mar-2006","17-Apr-2018","24","Active"
"","200000416","Groundwater","07-Nov-2002","07-Nov-2002","2","Active"
"","200000418","Groundwater","25-Oct-2002","25-Oct-2002","1","Active"
"","200000420","Groundwater","09-Nov-2002","21-Jun-2018","66","Active"
"","200000422","Groundwater","12-Nov-2002","12-Nov-2002","2","Active"
"","200000424","Groundwater","03-Dec-2002","20-Nov-2017","62","Active"
"","200000426","Groundwater","27-Nov-2002","16-Oct-2009","43","Active"
"","200000428","Groundwater","27-Nov-2002","23-Feb-2005","4","Active"
"","200000430","Groundwater","28-Nov-2002","16-Oct-2009","44","Active"
"","200000434","Groundwater","02-Dec-2002","14-Oct-2009","41","Active"
"","200000436","Groundwater","29-Nov-2002","25-Jun-2008","40","Active"
"","200000438","Groundwater","02-Dec-2002","10-Jul-2003","6","Active"
"","200000445","Transfer","17-Jan-2000","05-Aug-2019","380","Not Active"
"","200000449","Waste","03-Jan-2001","05-Aug-2019","384","Not Active"
"","200000450","Waste","05-Jan-2000","08-Apr-2021","449","Not Active"
"","200000461","Waste","03-Jan-2000","05-Aug-2019","451","Not Active"
"","200000462","Waste","03-Oct-1990","17-Mar-2016","633","Not Active"
"","200000467","Transfer","04-Jan-2000","08-Oct-2013","359","Not Active"
"","200000471","Waste","11-Jan-1999","18-Oct-2013","536","Not Active"
"","200000473","Groundwater","24-Feb-2003","21-Feb-2005","10","Active"
"","200000477","Groundwater","13-Feb-2003","17-Apr-2018","68","Active"
"","200000479","Groundwater","01-Jul-2003","14-Oct-2009","7","Active"
"","200000481","Groundwater","28-Feb-2003","20-Sept-2016","40","Active"
"","200000483","Groundwater","26-Feb-2003","26-Feb-2003","2","Not Active"
"","200000487","Spring","26-Feb-2003","26-Feb-2003","2","Not Active"
"","200000489","Groundwater","26-Feb-2003","26-Feb-2003","2","Not Active"
"","200000492","Waste","04-Jan-2000","18-Nov-2015","528","Not Active"
"","200000494","Groundwater","26-Mar-2003","30-Oct-2017","12","Not Active"
"","200000497","Groundwater","17-Mar-2003","09-Jul-2003","4","Active"
"","200000501","Groundwater","11-Apr-2003","11-Apr-2003","2","Active"
"","200000503","Groundwater","10-Apr-2003","22-Mar-2018","19","Active"
"","200000505","Groundwater","10-Apr-2003","22-Mar-2018","19","Active"
"","200000507","Groundwater","10-Apr-2003","10-Apr-2003","2","Active"
"","200000510","Groundwater","07-May-2003","03-Oct-2007","28","Active"
"","200000512","Groundwater","08-May-2003","20-Apr-2018","62","Active"
"","200000514","Groundwater","30-Apr-2003","27-Oct-2009","14","Active"
"","200000516","Groundwater","06-May-2003","18-Apr-2018","49","Active"
"","200000518","Groundwater","06-May-2003","04-Oct-2017","57","Active"
"","200000520","Groundwater","06-May-2003","18-Apr-2018","65","Active"
"","200000522","Groundwater","06-May-2003","08-Oct-2008","34","Active"
"","200000524","Groundwater","06-May-2003","19-Apr-2018","56","Active"
"","200000526","Groundwater","06-May-2003","04-Apr-2014","31","Active"
"","200000528","Groundwater","30-Apr-2003","18-Apr-2018","67","Active"
"","200000530","Groundwater","02-May-2003","19-Apr-2018","36","Active"
"","200000532","Groundwater","30-Apr-2003","04-Oct-2017","54","Active"
"","200000534","Groundwater","30-Apr-2003","18-Apr-2018","60","Active"
"","200000536","Groundwater","30-Apr-2003","10-Apr-2017","65","Active"
"","200000538","Groundwater","02-May-2003","05-Oct-2017","53","Active"
"","200000540","Groundwater","06-May-2003","05-Oct-2017","58","Active"
"","200000542","Groundwater","02-May-2003","02-Oct-2013","8","Active"
"","200000544","Groundwater","06-May-2003","19-Apr-2018","52","Active"
"","200000546","Groundwater","06-May-2003","18-Apr-2018","62","Active"
"","200000548","Groundwater","30-Apr-2003","18-Apr-2018","71","Active"
"","200000550","Groundwater","06-May-2003","19-Apr-2018","60","Active"
"","200000552","Groundwater","08-May-2003","19-Apr-2018","43","Active"
"","200000554","Groundwater","07-May-2003","05-Oct-2017","60","Active"
"","200000556","Groundwater","07-May-2003","01-Jun-2005","20","Not Active"
"","200000558","Groundwater","07-May-2003","19-Apr-2011","43","Active"
"","200000560","Groundwater","07-May-2003","26-Oct-2009","44","Active"
"","200000562","Groundwater","07-May-2003","19-Apr-2018","66","Active"
"","200000564","Groundwater","07-May-2003","03-Jun-2003","4","Not Active"
"","200000566","Groundwater","07-May-2003","20-Apr-2018","47","Active"
"","200000568","Groundwater","07-May-2003","20-Apr-2018","69","Active"
"","200000570","Groundwater","07-May-2003","19-Apr-2010","46","Not Active"
"","200000572","Groundwater","07-May-2003","06-Oct-2017","65","Active"
"","200000574","Groundwater","08-May-2003","20-Apr-2018","65","Active"
"","200000576","Groundwater","08-May-2003","20-Apr-2018","58","Active"
"","200000578","Groundwater","08-May-2003","25-Apr-2006","22","Not Active"
"","200000582","Groundwater","04-Jun-2003","26-Apr-2006","16","Not Active"
"","200000584","Groundwater","03-Jun-2003","05-Oct-2017","64","Active"
"","200000586","Groundwater","16-Jul-2003","19-Apr-2018","57","Active"
"","200000588","Groundwater","10-Jul-2003","11-Oct-2010","40","Active"
"","200000593","Groundwater","10-Jul-2003","13-Oct-2009","39","Active"
"","200000595","Groundwater","09-Jul-2003","21-Jun-2018","59","Active"
"","200000597","Groundwater","11-Jul-2003","11-Jul-2003","2","Active"
"","200000599","Groundwater","11-Jul-2003","10-Nov-2016","51","Active"
"","200000601","Groundwater","03-Sept-2003","22-Mar-2018","17","Active"
"","200000603","Groundwater","05-Sept-2003","21-Mar-2018","23","Active"
"","200000605","Groundwater","05-Sept-2003","20-Mar-2018","28","Active"
"","200000607","Groundwater","05-Sept-2003","21-Mar-2018","31","Active"
"","200000609","Groundwater","04-Sept-2003","23-Jun-2010","4","Active"
"","200000611","Groundwater","01-Dec-2003","09-Jul-2004","7","Not Active"
"","200000615","Groundwater","10-Nov-2003","14-Apr-2025","49","Active"
"","200000618","Groundwater","14-Dec-2004","24-Apr-2017","11","Not Active"
"","200000628","Groundwater","11-Oct-2000","10-Oct-2012","3","Not Active"
"","200000630","Groundwater","11-Oct-2000","11-Oct-2000","2","Not Active"
"","200000632","Groundwater","11-Oct-2000","11-Oct-2000","2","Not Active"
"","200000634","Groundwater","11-Oct-2000","11-Oct-2000","2","Not Active"
"","200000638","Groundwater","25-Feb-2004","16-Apr-2014","23","Active"
"","200000642","Groundwater","24-Feb-2004","20-Mar-2018","19","Active"
"","200000655","Transfer","05-Jan-2000","08-Oct-2013","377","Not Active"
"","200000658","Waste","05-Jan-2000","08-Oct-2013","386","Not Active"
"","200000661","Waste","05-Jan-2000","08-Apr-2021","473","Not Active"
"","200000668","Waste","04-Jan-2000","08-Apr-2021","467","Not Active"
"","200000672","Waste","06-Jan-2000","08-Oct-2013","434","Not Active"
"","200000675","Waste","02-Jan-2000","26-Apr-2021","434","Not Active"
"","200000681","Waste","11-Jan-2000","11-Jun-2025","395","Active"
"","200000683","Waste","30-Jun-2004","13-Apr-2021","105","Not Active"
"","200000685","Waste","30-Jun-2004","12-Apr-2021","83","Not Active"
"","200000686","Waste","26-Jan-1988","13-Apr-2021","383","Not Active"
"","200000688","Groundwater","22-Mar-2004","24-Aug-2004","5","Active"
"","200000690","Groundwater","30-Mar-2004","27-Oct-2017","39","Active"
"","200000692","Groundwater","30-Mar-2004","24-Apr-2018","38","Active"
"","200000694","Groundwater","30-Mar-2004","24-Apr-2018","39","Active"
"","200000696","Groundwater","22-Mar-2004","24-Apr-2018","38","Active"
"","200000698","Groundwater","30-Mar-2004","24-Apr-2018","38","Active"
"","200000700","Groundwater","23-Mar-2004","25-Aug-2004","6","Active"
"","200000702","Groundwater","19-Mar-2004","25-Aug-2004","6","Active"
"","200000704","Groundwater","25-Mar-2004","25-Aug-2004","4","Active"
"","200000706","Groundwater","25-Mar-2004","27-Apr-2006","18","Active"
"","200000708","Groundwater","19-Mar-2004","27-Apr-2006","19","Active"
"","200000710","Groundwater","19-Mar-2004","27-Apr-2006","19","Active"
"","200000712","Groundwater","25-Mar-2004","27-Apr-2006","19","Active"
"","200000714","Groundwater","30-Mar-2004","06-May-2014","21","Active"
"","200000716","Groundwater","25-Mar-2004","27-Apr-2006","19","Active"
"","200000718","Groundwater","25-Mar-2004","01-Dec-2006","21","Active"
"","200000720","Groundwater","25-Mar-2004","27-Apr-2006","17","Active"
"","200000722","Groundwater","01-Apr-2004","24-Apr-2018","48","Active"
"","200000724","Groundwater","01-Apr-2004","25-Apr-2018","35","Active"
"","200000726","Groundwater","25-Feb-2004","25-Feb-2004","1","Not Active"
"","200000728","Groundwater","01-Mar-2004","01-Mar-2004","1","Not Active"
"","200000730","Groundwater","20-Feb-2004","20-Feb-2004","1","Not Active"
"","200000732","Groundwater","27-Feb-2004","27-Feb-2004","1","Not Active"
"","200000734","Groundwater","01-Mar-2004","01-Mar-2004","1","Not Active"
"","200000736","Groundwater","24-Feb-2004","24-Feb-2004","1","Not Active"
"","200000738","Groundwater","24-Feb-2004","24-Feb-2004","1","Not Active"
"","200000740","Groundwater","27-Feb-2004","27-Feb-2004","1","Not Active"
"","200000742","Groundwater","27-Feb-2004","27-Feb-2004","1","Not Active"
"","200000746","Waste","11-Feb-1991","21-Apr-2021","211","Not Active"
"","200000748","River","10-Jan-1996","18-Nov-2013","135","Not Active"
"","200000749","River","06-Aug-1996","18-Nov-2013","201","Not Active"
"","200000750","Other","06-Aug-1996","18-Nov-2013","171","Not Active"
"","200000752","River","06-Aug-1996","18-Nov-2013","131","Not Active"
"","200000754","River","06-Aug-1996","18-Nov-2013","212","Not Active"
"","200000756","River","06-Aug-1996","18-Nov-2013","222","Not Active"
"","200000757","River","06-Aug-1996","18-Nov-2013","95","Not Active"
"","200000759","River","01-Oct-1996","18-Nov-2013","124","Not Active"
"","200000762","River","06-Aug-1996","18-Nov-2013","133","Not Active"
"","200000763","River","06-Aug-1996","12-May-2025","122","Active"
"","200000766","River","01-Oct-1996","18-Nov-2013","120","Not Active"
"","200000767","River","01-Oct-1996","18-Nov-2013","114","Not Active"
"","200000769","Groundwater","24-May-2005","28-Nov-2017","34","Active"
"","200000790","Groundwater","15-Sept-2005","26-Apr-2018","42","Active"
"","200000792","Groundwater","15-Sept-2005","17-Apr-2018","49","Active"
"","200000794","Groundwater","15-Sept-2005","17-Apr-2018","49","Active"
"","200000796","Groundwater","15-Aug-2005","30-Aug-2006","10","Not Active"
"","200000798","Groundwater","21-Sept-2005","09-Mar-2006","8","Not Active"
"","200000800","River","21-Sept-2005","09-Mar-2006","3","Not Active"
"","200000802","River","21-Sept-2005","09-Mar-2006","3","Not Active"
"","200000804","River","21-Sept-2005","09-Mar-2006","3","Not Active"
"","200000865","Spring","21-Oct-2005","21-Oct-2005","1","Not Active"
